generation biomass,generation fossil brown coal/lignite,generation fossil coal-derived gas,generation fossil gas,generation fossil hard coal,generation fossil oil,generation fossil oil shale,generation fossil peat,generation geothermal,generation hydro pumped storage aggregated,generation hydro pumped storage consumption,generation hydro run-of-river and poundage,generation hydro water reservoir,generation marine,generation nuclear,generation other,generation other renewable,generation solar,generation waste,generation wind offshore,generation wind onshore,forecast solar day ahead,forecast wind offshore eday ahead,forecast wind onshore day ahead,total load forecast,total load actual,price day ahead,price actual
358,0,0,6548,1825,254,0,0,0,,0,1115,3733,0,7108,62,98,70,298,0,7607,46,,7714,32828,32772,60.61,66.91
356,0,0,6101,1746,256,0,0,0,,55,1132,2825,0,7108,61,96,42,298,0,7454,43,,7276,31494,31486,60.37,65.13
356,0,0,5777,1564,256,0,0,0,,133,1057,1989,0,7108,60,98,41,298,0,7426,43,,7254,29330,29341,59.42,64.43
355,0,0,4313,1586,253,0,0,0,,155,954,1552,0,7109,59,97,32,296,0,7112,22,,7181,27121,27071,57.12,61.13
362,0,0,3982,1360,249,0,0,0,,409,937,1173,0,7108,59,92,23,294,0,7173,14,,7073,25056,24950,53.01,56.89
350,0,0,4033,1280,250,0,0,0,,833,932,944,0,7109,59,92,23,279,0,7371,15,,7263,23399,23540,42.1,47.48
334,0,0,4130,1237,251,0,0,0,,1580,935,728,0,7109,58,95,23,277,0,7342,9,,7398,22598,22679,39.98,45.29
334,0,0,4267,1326,232,0,0,0,,2258,910,791,0,7108,59,96,25,277,0,7300,8,,7287,22186,22300,39.66,44.99
332,0,0,4068,1288,247,0,0,0,,2383,902,706,0,7107,59,94,25,275,0,7678,9,,7549,22266,22253,39.66,44.97
332,0,0,3956,1210,249,0,0,0,,2357,915,651,0,7106,59,91,25,274,0,8092,10,,8069,22728,22544,39.81,45.25
331,0,0,3986,1220,235,0,0,0,,2319,939,862,0,7106,60,92,26,261,0,8238,15,,8205,23538,23096,39.98,45.68
334,0,0,3758,1203,241,0,0,0,,1722,961,981,0,7106,60,96,45,257,0,8431,86,,8356,24172,23962,40,46.19
332,0,0,3793,1233,251,0,0,0,,986,959,1068,0,7107,59,92,562,251,0,8399,584,,8491,26172,26273,41.6,48.55
349,0,0,3894,1431,254,0,0,0,,751,992,1587,0,7106,60,89,1448,250,0,7881,1388,,8059,28342,28506,50,55.95
356,0,0,3980,1366,254,0,0,0,,350,977,1396,0,7105,61,89,2194,250,0,7760,2167,,7807,29088,29497,51.65,57.08
357,0,0,4062,1356,251,0,0,0,,64,977,1065,0,7105,59,91,2543,257,0,7757,2967,,7779,29048,29256,51.58,57.13
355,0,0,4252,1477,251,0,0,0,,329,980,1254,0,7106,60,90,2579,274,0,7730,3079,,7784,29493,29543,52.88,58.27
357,0,0,4142,1488,251,0,0,0,,213,972,1235,0,7105,59,90,2565,276,0,7735,2816,,7839,29497,29348,50.66,56.23
340,0,0,3887,1482,240,0,0,0,,255,976,1596,0,7105,59,91,2337,283,0,7235,2415,,7485,28270,28075,43.42,50.12
344,0,0,3763,1549,242,0,0,0,,441,1014,1319,0,7106,61,91,1824,282,0,7391,1927,,7225,27441,27316,41.6,48.27
339,0,0,3961,1540,240,0,0,0,,644,970,1579,0,7106,60,91,970,288,0,7152,1151,,7317,27270,27142,44.01,49.84
348,0,0,4450,1729,250,0,0,0,,173,1019,2338,0,7105,60,86,190,289,0,6646,390,,6809,29240,28823,53.95,60.65
382,0,0,4952,1906,255,0,0,0,,0,1099,3477,0,7105,62,87,71,325,0,6624,36,,6459,31642,31214,59.58,65.26
389,0,0,5138,2016,249,0,0,0,,0,1097,4395,0,7105,60,89,55,325,0,6848,53,,6711,32849,32469,60.98,66.81
389,0,0,5188,2148,246,0,0,0,,0,1155,4967,0,7107,59,89,55,323,0,6329,45,,6524,33050,32566,61.99,67.8
392,0,0,4997,2078,251,0,0,0,,0,1096,4434,0,7106,58,87,31,324,0,6263,9,,6213,31790,31469,60.98,65.81
392,0,0,4747,2051,253,0,0,0,,0,1108,2546,0,7107,57,89,23,325,0,5759,21,,5862,29266,28919,58.19,62.94
390,0,0,4474,1895,253,0,0,0,,37,968,1462,0,7107,53,88,23,325,0,5561,23,,5494,26430,26206,56.37,60.46
390,0,0,4203,1775,251,0,0,0,,554,936,865,0,7107,53,88,23,323,0,5632,10,,5614,24546,24375,46.18,50.67
384,8,0,4025,1654,257,0,0,0,,942,930,794,0,7109,53,85,15,320,0,5275,10,,5364,23428,23280,45.13,49.71
378,57,0,4078,1672,257,0,0,0,,1020,916,764,0,7109,56,86,13,322,0,4876,10,,4931,22988,22779,45.09,49.6
376,91,0,4147,1973,257,0,0,0,,1018,902,759,0,7109,57,88,13,319,0,4426,8,,4561,22958,22754,46,50.27
376,146,0,4299,2662,261,0,0,0,,1004,907,873,0,7109,56,88,13,318,0,4289,3,,4264,23784,23580,47.95,52.28
370,232,0,4908,3257,261,0,0,0,,289,941,1459,0,7109,57,89,14,320,0,4075,4,,4138,26854,26724,57.79,61.44
370,392,0,6721,3940,273,0,0,0,,0,1006,3221,0,7108,60,88,19,316,0,3892,30,,3951,31724,31846,59.42,62.29
381,612,0,8293,4251,321,0,0,0,,0,1099,3805,0,7108,60,84,58,308,0,3654,107,,3737,35060,34867,58.99,64.26
384,756,0,8511,4554,330,0,0,0,,0,1139,3969,0,7108,65,87,787,312,0,3322,813,,3447,36310,36074,58.99,64.45
379,840,0,8538,4736,323,0,0,0,,0,1148,4169,0,7108,76,87,1926,302,0,2960,1901,,3101,37000,36608,59.01,65.83
372,911,0,8612,4871,312,0,0,0,,0,1155,3258,0,7107,77,88,2684,295,0,2678,2780,,2783,36886,36343,58.19,64.96
387,921,0,8565,4829,322,0,0,0,,0,1165,3013,0,7107,79,88,3185,294,0,2448,3659,,2551,36429,35695,56.37,63.28
389,918,0,8381,4979,319,0,0,0,,0,1147,2150,0,7107,78,88,3358,295,0,2361,3772,,2424,36347,35410,55.39,61.06
391,911,0,8176,4818,321,0,0,0,,0,1053,1533,0,7107,75,89,3293,288,0,2488,3556,,2483,34952,34234,54.23,60.38
391,873,0,7720,4410,321,0,0,0,,0,1024,1759,0,7106,75,90,3133,289,0,2805,3018,,2691,34183,33621,54.14,60.34
394,863,0,7599,4595,319,0,0,0,,0,1050,1370,0,7107,74,88,2570,292,0,3229,2137,,3143,34123,33162,54.04,59.78
373,923,0,8176,4798,324,0,0,0,,0,1090,1828,0,7107,72,87,1511,285,0,3459,1267,,3518,34356,33124,54.14,59.88
380,876,0,8699,4734,323,0,0,0,,0,1121,2858,0,7107,72,88,303,289,0,3940,414,,3807,35370,34341,58.19,66.16
386,895,0,8696,4750,325,0,0,0,,0,1202,3752,0,7107,67,91,53,300,0,4473,124,,4387,36949,36418,59.58,67.47
387,924,0,8734,4756,325,0,0,0,,0,1211,3956,0,7106,61,93,29,300,0,4760,78,,4706,37159,36927,59.8,67.31
388,878,0,8582,4617,327,0,0,0,,0,1082,3423,0,7108,61,94,26,301,0,4607,15,,4761,36490,36070,59.25,66.3
383,838,0,8442,4466,330,0,0,0,,0,1053,1920,0,7108,61,92,27,299,0,4304,6,,4482,33976,33254,54.63,60.61
384,751,0,6613,4183,327,0,0,0,,0,990,1431,0,7109,60,90,27,302,0,4391,9,,4354,30682,30058,54.04,60
383,692,0,5723,3994,317,0,0,0,,58,958,1169,0,7109,60,88,26,301,0,4369,10,,4433,28264,27859,48.01,51.91
380,686,0,5449,3634,309,0,0,0,,347,935,1036,0,7109,60,90,27,301,0,4220,9,,4303,26362,25912,44.1,47.92
379,678,0,5341,3549,316,0,0,0,,462,920,893,0,7110,60,90,26,299,0,3917,9,,4060,25136,24764,41.2,45.2
370,680,0,5271,3553,297,0,0,0,,657,916,906,0,7110,59,89,25,299,0,3585,10,,3696,24639,24258,41.06,44.93
373,666,0,5320,3607,296,0,0,0,,476,900,949,0,7110,60,88,24,301,0,3320,9,,3430,24477,24351,41.2,44.84
379,675,0,5373,4024,315,0,0,0,,328,889,955,0,7108,61,90,22,295,0,3195,8,,3207,25073,24989,43.6,47.53
387,689,0,6041,4350,315,0,0,0,,28,904,1487,0,7107,61,89,15,286,0,3225,12,,3266,27675,27743,48.01,51.64
383,875,0,7683,4727,312,0,0,0,,0,929,3032,0,7106,62,88,15,284,0,3256,32,,3220,32385,32714,55.39,58.38
388,877,0,9152,4849,322,0,0,0,,0,959,3285,0,7108,62,89,57,280,0,3139,131,,3166,35389,35340,57,62.36
395,855,0,9339,4953,329,0,0,0,,0,1127,3215,0,7109,63,88,809,281,0,3015,819,,3054,36338,36269,58.58,63.94
391,857,0,9198,4892,328,0,0,0,,0,1153,3124,0,7108,62,88,1833,277,0,2870,1808,,2874,36671,36619,58.87,65.88
386,913,0,9137,4891,329,0,0,0,,0,1060,2440,0,7107,59,88,2709,277,0,2985,2683,,2882,36408,36405,58.75,65.53
390,920,0,8962,4885,330,0,0,0,,0,1152,1821,0,7112,59,87,3251,278,0,2940,3265,,2986,35836,35700,58.58,65.51
394,919,0,8904,4891,330,0,0,0,,0,1129,1877,0,7112,58,85,3283,279,0,2764,3365,,2879,35585,35505,58.39,63.94
398,923,0,8822,4903,330,0,0,0,,0,1053,1682,0,7111,56,86,3147,281,0,2682,3216,,2725,34527,34430,58.19,63.81
391,866,0,8824,4866,329,0,0,0,,0,1133,1564,0,7111,61,89,2959,280,0,2732,2854,,2718,33944,33799,57.79,63.41
399,889,0,8899,4899,334,0,0,0,,0,1124,1623,0,7111,61,89,2498,287,0,2723,2257,,2734,33643,33430,56.37,61.78
402,917,0,9195,4919,337,0,0,0,,0,1119,2404,0,7112,62,87,1244,299,0,2699,1108,,2737,33669,33438,58.19,63.56
391,889,0,9206,4968,337,0,0,0,,0,1147,3991,0,7112,63,93,135,300,0,2659,237,,2715,34819,34663,58.99,66.82
390,952,0,9338,4985,335,0,0,0,,0,1226,5316,0,7112,62,91,26,301,0,2684,130,,2716,36858,36846,60.07,67.82
382,952,0,9315,4985,335,0,0,0,,0,1258,5509,0,7111,63,91,27,304,0,2660,17,,2686,37498,37348,60.19,67.8
386,914,0,9175,4975,335,0,0,0,,0,1241,5195,0,7113,63,89,25,305,0,2618,9,,2683,36686,36600,59.69,66.19
377,866,0,8646,4859,337,0,0,0,,0,1191,3524,0,7114,63,89,24,301,0,2504,9,,2552,34027,33758,58.01,63.48
377,725,0,7892,4836,335,0,0,0,,0,1087,2539,0,7113,63,88,24,300,0,2636,9,,2607,30783,30372,55.31,60.74
379,796,0,5364,4831,320,0,0,0,,19,1014,2560,0,7111,62,89,24,300,0,2703,9,,2725,28162,28039,58.78,62.05
378,847,0,4756,4891,313,0,0,0,,333,995,2108,0,7111,61,90,24,282,0,2716,8,,2746,26153,26165,55.39,59.01
379,859,0,4924,4760,315,0,0,0,,456,937,1311,0,7109,61,88,24,272,0,2673,8,,2696,24946,25092,51.13,54.32
383,928,0,5003,4660,308,0,0,0,,609,914,1132,0,7111,61,88,17,283,0,2593,8,,2629,24507,24628,48.46,52.24
380,933,0,4904,4642,306,0,0,0,,658,901,1289,0,7111,61,88,15,286,0,2502,2,,2543,24423,24572,48.46,52.45
368,917,0,4983,4682,314,0,0,0,,596,916,1775,0,7111,62,91,15,282,0,2338,3,,2357,25129,25172,50.82,54.68
379,871,0,6190,4576,317,0,0,0,,431,966,2599,0,7112,63,90,15,281,0,2370,3,,2386,27829,27748,55.39,58.97
378,874,0,8359,4654,325,0,0,0,,0,1020,3809,0,7111,63,90,15,280,0,2337,62,,2383,32509,32539,58.01,60.54
385,914,0,9093,4701,327,0,0,0,,0,1100,4583,0,7114,64,90,66,282,0,2434,136,,2350,35358,35253,58.99,63.97
383,924,0,9222,4590,318,0,0,0,,0,1158,5300,0,7115,64,89,674,282,0,2370,789,,2424,36306,36222,59.26,63.95
384,925,0,9240,4392,316,0,0,0,,0,1188,5601,0,7114,63,87,1634,276,0,2091,1820,,2152,36722,36557,59.25,65.48
367,905,0,9146,4390,319,0,0,0,,0,1212,5018,0,7113,63,84,2282,272,0,1973,2512,,1998,36451,36141,58.67,65.01
378,901,0,9267,4394,322,0,0,0,,0,1197,4150,0,7112,62,85,2718,258,0,1847,3044,,1879,35953,35620,58.39,64.99
381,940,0,8978,4388,329,0,0,0,,0,1166,3693,0,7111,62,88,3040,270,0,1591,3286,,1743,35666,35213,59,64.33
383,925,0,8958,4384,309,0,0,0,,0,1171,2763,0,7111,62,89,3072,273,0,1471,3242,,1506,34544,34052,58.39,63.75
380,918,0,8718,4326,325,0,0,0,,0,1059,2645,0,7108,62,92,2730,273,0,1803,2860,,1603,33886,33372,58.19,63.71
375,922,0,8766,4297,324,0,0,0,,0,1043,2510,0,7108,61,90,2069,274,0,2144,2212,,2002,33558,33102,57.98,63.43
377,898,0,9014,4346,327,0,0,0,,0,1062,2689,0,7112,61,91,1001,272,0,2168,1174,,2209,33668,33198,57.07,62.81
385,944,0,9221,4403,327,0,0,0,,0,1129,3853,0,7112,63,94,111,274,0,2378,322,,2341,34923,34434,58.99,67.01
387,936,0,10082,4407,330,0,0,0,,0,1183,5409,0,7113,63,96,18,279,0,2625,19,,2575,36712,36538,60.13,68.13
380,918,0,10207,4409,333,0,0,0,,1,1208,5710,0,7115,64,96,17,274,0,2590,41,,2586,37181,37134,60.61,68.62
382,942,0,9671,4411,335,0,0,0,,1,1140,5014,0,7116,64,96,16,275,0,2330,3,,2479,36310,36390,60.37,67.28
375,938,0,8773,4398,334,0,0,0,,1,1098,3766,0,7117,63,94,16,274,0,2129,3,,2168,33632,33770,59.25,64.67
374,816,0,8081,4314,335,0,0,0,,1,1006,2831,0,7115,63,94,13,273,0,1957,4,,1983,30527,30380,58.78,64.16
273,0,0,3900,1023,202,0,0,0,,1423,1065,800,0,7090,52,74,16,237,0,12151,22,,12600,22092,22657,14.43,63.7
266,0,0,3753,1007,202,0,0,0,,2352,1059,658,0,7086,52,74,11,240,0,11786,20,,11885,20003,20818,10.26,61.38
268,0,0,3714,1033,199,0,0,0,,2623,1054,539,0,7085,51,74,11,238,0,11220,13,,11443,18769,19741,7.48,58.8
262,0,0,3717,1018,199,0,0,0,,2813,1050,505,0,7084,51,74,11,237,0,10252,9,,10412,18461,19276,4.52,54.87
265,0,0,3692,1020,197,0,0,0,,2749,1043,408,0,7084,52,74,11,239,0,10444,8,,10314,18466,19192,4.24,51.21
272,0,0,3847,1018,196,0,0,0,,2465,1043,544,0,7083,52,73,12,240,0,10996,7,,10821,19659,20003,8.36,50.19
276,0,0,4059,1002,197,0,0,0,,1104,1058,704,0,7081,53,75,17,240,0,12030,7,,11441,22760,22852,22.58,57.62
277,0,0,4338,1088,225,0,0,0,,542,1082,1065,0,7083,53,90,18,245,0,11802,18,,11789,26947,26479,41.92,63.19
288,0,0,4534,1156,319,0,0,0,,247,1108,1316,0,7089,54,91,38,255,0,11695,84,,11731,30267,29437,47.95,66.45
293,0,0,4094,1202,342,0,0,0,,204,1149,1731,0,7091,53,88,458,271,0,12344,449,,12106,32546,31639,49.9,66.23
293,0,0,3647,1472,353,0,0,0,,145,1140,1930,0,7098,59,93,1301,268,0,12548,1085,,12544,34005,33137,50.5,67.5
291,0,0,3911,1528,352,0,0,0,,145,1148,1724,0,7103,64,93,1926,262,0,12197,1826,,12240,34449,33404,49.7,66.48
289,0,0,3606,1492,351,0,0,0,,145,1161,1595,0,7104,63,95,2442,276,0,12354,2407,,12367,34194,33171,48.16,64.64
295,0,0,3565,1352,353,0,0,0,,185,1187,1310,0,7106,63,94,2689,293,0,12766,2576,,12618,33929,33170,48.02,61.24
296,0,0,3732,1355,354,0,0,0,,360,1173,1246,0,7104,62,94,2556,303,0,12884,2584,,12887,32691,32227,47.64,53.43
299,0,0,3579,1145,354,0,0,0,,655,1179,1177,0,7103,61,98,2372,303,0,12926,2360,,12865,31864,31370,46.38,51.75
300,0,0,3706,1187,354,0,0,0,,665,1224,1415,0,7102,62,96,1701,302,0,13003,1747,,13027,31667,31148,46.4,51.51
294,0,0,3803,1284,353,0,0,0,,203,1285,1768,0,7101,64,97,740,298,0,12518,964,,12545,32141,31503,49.71,53.65
296,0,0,3936,1481,354,0,0,0,,145,1334,3648,0,7101,63,100,174,309,0,12637,365,,12596,33738,33192,52.25,62.52
283,0,0,3959,1547,344,0,0,0,,145,1332,4072,0,7099,62,101,63,313,0,12879,66,,12779,33972,33671,53.47,66.89
292,0,0,3831,1472,345,0,0,0,,145,1336,4068,0,7098,63,100,61,315,0,12897,21,,12858,33515,33817,55.54,67.96
291,0,0,3915,1406,355,0,0,0,,144,1298,4176,0,7100,57,100,61,315,0,12874,39,,12847,33153,33507,55.02,66.4
296,0,0,3863,1196,354,0,0,0,,182,1306,2257,0,7101,51,99,60,311,0,12857,22,,12926,30857,31412,50.5,61.78
294,0,0,3905,1091,348,0,0,0,,689,1246,1511,0,7093,51,93,58,302,0,12598,25,,12925,27976,28731,39.63,58.72
370,496,0,3864,3351,318,0,0,0,,39,1079,1047,0,7110,60,93,10,268,0,8792,1,,8797,28700,28904,44.9,49.69
356,281,0,4109,2746,310,0,0,0,,538,1053,921,0,7110,60,95,9,274,0,8603,1,,8826,26779,26773,41.6,46.44
338,187,0,4193,2699,304,0,0,0,,1002,980,929,0,7110,60,93,9,262,0,8239,6,,8339,25627,25649,40.55,44.8
345,204,0,3995,2561,310,0,0,0,,1598,963,731,0,7110,60,91,9,264,0,8915,3,,8618,25160,25283,39.5,43.69
342,225,0,4124,2499,302,0,0,0,,1945,958,594,0,7110,58,92,9,256,0,9028,2,,9134,25115,25106,39.25,43.56
345,224,0,4217,2890,314,0,0,0,,2062,974,835,0,7110,55,94,9,264,0,9160,1,,9195,25711,25789,39.5,44.57
358,235,0,4428,3126,316,0,0,0,,1149,997,1045,0,7107,57,93,9,263,0,9453,4,,9410,28334,28342,41.73,48.2
372,249,0,5220,3366,315,0,0,0,,201,1080,2158,0,7107,61,90,8,264,0,9527,19,,9619,33120,33292,54.23,58.01
367,294,0,6332,3507,314,0,0,0,,0,1159,2783,0,7104,67,93,58,268,0,9395,118,,9579,36049,35998,58.29,64.08
371,324,0,6713,3539,322,0,0,0,,0,1210,3230,0,7106,73,89,815,261,0,9241,833,,9346,37285,37478,58.59,64.34
368,328,0,6732,3540,331,0,0,0,,0,1204,3475,0,7104,73,91,1911,267,0,9136,1888,,9225,37847,38178,58.1,65.51
371,328,0,6415,3541,326,0,0,0,,0,1163,2907,0,7103,71,92,3013,269,0,9501,2853,,9385,37815,38010,54.65,62
372,307,0,6063,3472,321,0,0,0,,0,1166,2301,0,7102,73,97,3575,263,0,10103,3621,,10110,37423,37777,54.49,62.12
376,294,0,6057,3367,322,0,0,0,,0,1145,1291,0,7102,71,99,3640,276,0,10930,3848,,10825,37283,37441,52.04,58.57
385,244,0,5467,3067,324,0,0,0,,0,1072,1033,0,7103,73,103,3535,284,0,11061,3713,,11043,36011,36008,45.2,52.25
382,228,0,5488,3029,331,0,0,0,,0,1007,839,0,7104,72,106,3340,276,0,11519,3387,,11285,35220,35299,44.1,51.01
381,226,0,5612,2950,338,0,0,0,,161,1025,913,0,7105,71,103,2906,285,0,11551,2921,,11566,34797,34953,44.61,51.96
380,268,0,5889,3100,334,0,0,0,,149,1013,926,0,7106,70,101,2012,298,0,11093,1767,,11197,34699,34723,51.37,58.31
382,298,0,6683,3314,339,0,0,0,,76,1114,2098,0,7108,68,99,642,313,0,10257,600,,10311,35326,35511,57.65,66.35
382,329,0,6993,3544,340,0,0,0,,0,1159,3265,0,7109,69,103,192,314,0,9958,274,,9816,37371,37468,60.05,68.6
385,329,0,6778,3535,338,0,0,0,,0,1178,3747,0,7109,68,101,125,310,0,9857,124,,9864,37715,37644,60.61,68.99
385,323,0,6818,3491,341,0,0,0,,0,1157,3793,0,7111,68,100,85,314,0,9448,45,,9553,36733,36901,60.17,67.19
381,314,0,6783,3405,339,0,0,0,,1,1135,2753,0,7111,56,102,24,319,0,9089,60,,9072,34326,34549,58.99,65.59
381,308,0,6174,3367,327,0,0,0,,0,1038,1887,0,7110,55,99,18,316,0,8977,62,,8976,31318,31734,58.72,64.98
341,0,0,3817,3753,325,0,0,0,,1460,1432,2312,0,7109,54,87,15,303,0,14981,10,,15239,28736,28838,37.45,62.54
349,0,0,3347,3527,316,0,0,0,,2027,1401,2144,0,7109,54,86,15,303,0,14585,10,,15027,26740,26702,36.68,58.68
349,0,0,3350,3430,306,0,0,0,,2116,1371,1968,0,7109,54,84,15,313,0,13674,9,,14626,25546,25497,36.68,49.56
349,0,0,3495,3537,319,0,0,0,,2088,1382,2048,0,7109,53,83,15,317,0,12758,7,,13991,25100,25071,37,48.12
352,0,0,3654,3558,318,0,0,0,,1390,1401,1967,0,7110,55,83,15,314,0,11325,9,,12987,24937,24925,39.5,47.68
349,0,0,3936,3775,322,0,0,0,,547,1436,2178,0,7109,55,90,15,316,0,9911,9,,11796,25593,25580,42.82,47.98
352,0,0,4365,4177,323,0,0,0,,124,1452,2842,0,7108,55,90,15,323,0,8836,5,,10455,28264,28170,51.09,48.11
355,0,0,5360,4528,329,0,0,0,,56,1586,4850,0,7107,57,101,24,323,0,7827,18,,9537,32285,32461,57.57,49.57
356,0,0,5805,4676,320,0,0,0,,56,1640,6383,0,7107,57,103,217,325,0,7027,147,,8894,34851,35469,62.09,50.03
353,0,0,6703,4719,329,0,0,0,,56,1692,7576,0,7108,62,103,573,325,0,6259,461,,8418,36480,36918,65,55.29
353,0,0,6385,4742,337,0,0,0,,56,1719,7904,0,7107,60,107,879,323,0,6327,767,,8381,36833,37327,65,60.06
351,0,0,6350,4745,338,0,0,0,,54,1701,6762,0,7108,60,110,961,314,0,7507,965,,8634,36807,37366,64.13,56.35
353,0,0,6106,4719,339,0,0,0,,1,1673,5715,0,7004,61,108,965,314,0,9010,1064,,8927,36240,37457,63.53,52.35
352,0,0,5811,4699,334,0,0,0,,0,1670,5067,0,6798,60,110,1017,325,0,10277,1062,,9599,36167,37451,61.68,52.41
355,0,0,5622,4472,342,0,0,0,,25,1644,3325,0,6593,54,111,934,335,0,12394,965,,10386,34634,35909,58.07,50.21
354,0,0,5297,4337,349,0,0,0,,155,1637,3105,0,6388,53,109,816,331,0,13544,880,,11348,33627,35226,55.19,49.4
347,0,0,5375,4116,348,0,0,0,,332,1642,2866,0,6197,54,103,699,328,0,13887,670,,12264,33175,34984,50.25,49.03
346,0,0,5662,3869,352,0,0,0,,371,1635,3370,0,6084,53,108,388,313,0,13128,373,,13011,33162,34771,46,54.13
352,0,0,5302,3649,355,0,0,0,,155,1609,3639,0,6076,54,106,97,312,0,13580,92,,13605,33174,34690,44.62,57.6
343,0,0,5225,3692,358,0,0,0,,155,1634,4428,0,6077,54,113,34,312,0,14424,8,,13731,35390,36276,47.73,64.39
345,0,0,5470,3793,360,0,0,0,,155,1650,4656,0,6079,55,112,32,311,0,14927,3,,13802,36066,37210,52.19,65.17
339,0,0,5216,3708,357,0,0,0,,155,1636,3614,0,6080,55,112,28,310,0,15160,3,,13772,35286,36187,52.19,64.92
338,0,0,4594,3355,354,0,0,0,,155,1590,2733,0,6079,55,112,26,319,0,15272,4,,13636,33111,33867,46.95,60.75
305,0,0,4071,2691,348,0,0,0,,254,1527,2422,0,6078,54,111,26,318,0,14901,4,,13512,30443,31129,41.18,56.89
213,0,0,3550,1036,200,0,0,0,,945,1691,3829,0,6059,13,78,123,322,0,10034,143,,9271,24594,23776,30.69,54.91
197,0,0,3803,1051,207,0,0,0,,1851,1685,3612,0,6059,12,82,83,322,0,9924,120,,9404,22702,22139,25.31,50.11
197,0,0,3512,1001,208,0,0,0,,2702,1656,2997,0,6059,12,76,83,314,0,9992,89,,9085,21368,21015,18.89,48.77
201,0,0,3502,947,208,0,0,0,,2971,1646,3021,0,6061,13,77,83,311,0,9805,70,,8750,20722,20530,18.89,48.05
200,0,0,3615,959,211,0,0,0,,2768,1670,3039,0,6060,13,78,83,308,0,9091,52,,8414,20510,20313,18.89,47.82
212,0,0,3824,1061,215,0,0,0,,2247,1680,3266,0,6060,14,76,83,310,0,8534,50,,8070,20954,20759,20,49.24
234,0,0,3732,1074,218,0,0,0,,1822,1687,3556,0,6062,14,79,83,318,0,8181,46,,7786,22679,22299,24.91,49.15
235,0,0,3837,1098,255,0,0,0,,955,1625,4805,0,6063,14,86,92,322,0,7540,36,,7536,25258,24939,28.89,49.18
247,0,0,3489,1097,310,0,0,0,,868,1724,5001,0,6063,14,86,180,335,0,7173,224,,7308,26921,26694,32.23,50.17
255,0,0,3713,1100,322,0,0,0,,965,1768,5573,0,6060,13,85,706,339,0,7406,886,,7085,28878,28676,33.1,57.23
254,0,0,3571,936,327,0,0,0,,960,1794,5742,0,6059,13,85,1588,336,0,7293,1799,,6927,29936,29668,32.92,62.6
253,0,0,3576,926,317,0,0,0,,566,1781,4034,0,6058,11,83,2893,337,0,7780,2705,,7599,30299,29685,32.52,62.38
253,0,0,3626,973,314,0,0,0,,962,1781,3623,0,6059,12,84,3671,332,0,8452,3270,,8410,29928,29441,32.52,61.87
246,0,0,3432,951,312,0,0,0,,1450,1768,3551,0,6057,11,86,4170,334,0,8461,3511,,9247,29753,29175,30.92,63.13
241,0,0,3380,901,307,0,0,0,,1851,1747,3151,0,6055,11,85,4249,327,0,9055,3506,,9797,28887,28474,25.98,63.56
239,0,0,3485,943,313,0,0,0,,2233,1634,3048,0,6053,11,84,3945,324,0,9614,3347,,10122,27711,27442,21.82,59.86
239,0,0,3494,981,315,0,0,0,,2142,1688,3027,0,6053,11,85,3515,325,0,9915,2933,,10639,27116,26856,22.88,57.93
241,0,0,3448,974,325,0,0,0,,1813,1700,3256,0,6048,13,86,2885,317,0,10061,2376,,10604,26728,26480,24.47,59.43
244,0,0,3686,957,329,0,0,0,,1418,1720,3658,0,6045,13,88,2154,321,0,10189,1767,,10426,26527,26370,25.98,64.23
243,0,0,3763,1047,330,0,0,0,,1105,1762,3820,0,6044,14,86,1305,318,0,10254,998,,10148,26980,26924,30.69,65.77
245,0,0,4056,1069,330,0,0,0,,941,1786,5349,0,6045,14,86,523,319,0,9989,369,,9666,28907,29181,37.56,67.72
244,0,0,3944,1100,329,0,0,0,,852,1791,6136,0,6046,14,85,318,319,0,9528,131,,9297,31192,31399,41.69,68.19
242,0,0,4286,1064,336,0,0,0,,876,1779,5053,0,6047,14,86,250,319,0,9214,87,,9009,29242,29327,37.3,65.12
241,0,0,3993,958,338,0,0,0,,928,1773,4035,0,6047,14,88,182,319,0,9091,79,,9024,27114,27053,32.36,63.28
330,0,0,3848,1594,264,0,0,0,,94,1656,3010,0,5063,59,103,28,305,0,4803,246,,4522,23028,22908,42.4,62.25
329,0,0,3519,1455,264,0,0,0,,1023,1630,2774,0,5064,59,94,13,307,0,5328,265,,4885,21314,21328,35.78,54.21
327,0,0,3531,1443,265,0,0,0,,1925,1622,2463,0,5064,59,93,13,303,0,5758,231,,5177,20287,20458,33.57,49.05
326,0,0,3501,1414,261,0,0,0,,2240,1619,2509,0,5064,60,93,13,305,0,5925,218,,5418,20014,20100,33.27,48.66
327,0,0,3534,1300,267,0,0,0,,2283,1610,2355,0,5064,59,91,12,304,0,6182,195,,5647,20058,20075,32.4,48.56
313,0,0,3527,1283,271,0,0,0,,1881,1614,2320,0,5065,59,91,12,306,0,6327,131,,5680,20903,20716,33.57,48.44
322,0,0,3944,1393,269,0,0,0,,637,1631,3084,0,5065,60,96,12,302,0,6325,93,,5626,23840,23388,44.68,54.32
328,0,0,4246,1490,289,0,0,0,,0,1666,4728,0,5063,59,104,102,299,0,5989,218,,5535,26537,26206,48.32,63
342,0,0,4527,1575,311,0,0,0,,0,1680,6138,0,5062,60,104,804,303,0,5399,849,,5249,29611,28725,50.23,66.75
